Latitude,Longitude,Daily Max Temperature
30.69537766977461,-88.29460564697169,213
30.531686420644448,-88.55362577759414,213
30.99558180429329,-88.03157771103302,206
33.648377065957696,-88.2721070375548,202
33.64973042660897,-88.27252665329442,202
33.63060139854332,-87.05560636464261,189
34.608633740071014,-87.05494024943634,173
34.70492885996768,-87.11640654718738,173
33.635669755857165,-88.65209225812426,202
34.37749630592458,-88.8589785137613,183
34.718262832587136,-86.84687805964344,158
34.79600667862292,-86.52114032242997,158
35.67276163385968,-87.01841089885292,152
33.21986413219487,-87.06300925801128,189
33.74017653550816,-86.55813648094536,177
32.651189225192134,-86.73265066650085,196
34.194901551567675,-86.74822642852136,158
32.377865411546225,-86.58362322875264,196
32.22904737872409,-86.26056605401455,196
34.71021869255719,-85.92902564475645,158
31.22335773834752,-85.11616462847249,208
32.609875278878334,-84.91568673590521,196
31.367150110837105,-84.10675206696769,214
35.68031232333246,-91.41250157822924,190
34.956861962763774,-92.04887550002236,183
35.3120586586687,-93.22741327101278,177
34.633820766605524,-92.41076826016295,202
35.29979621022583,-94.4309387403962,183
35.24318160662274,-92.71390441869026,183
31.293079793909985,-81.68059537460871,177
31.934990444290342,-82.3473267487448,220
33.145746082969495,-81.76278447813908,187
32.88471545780476,-82.41619716711709,205
33.454511219722065,-82.41463243682281,180
32.35416955600418,-81.18202289447007,205
33.11960996146089,-82.85952057103519,180
32.27422654224199,-81.28191220418223,205
30.27231704257476,-81.95295399196777,233
31.47839299490529,-83.54914961441469,214
32.56490454497207,-83.5995709160838,198
33.06048502711816,-83.81269421149905,172
33.482023369539,-84.36740464414056,172
33.63683435887363,-84.12448446103465,172
34.21853790216332,-83.80266223812497,143
33.932298998670205,-84.21337690564161,143
33.35125576052569,-84.90619689791217,176
33.55294129646226,-84.50987726535027,176
33.96677706022885,-84.378874710886,148
33.99412061656264,-84.56891676260325,148
34.32660417338298,-84.3370709286317,143
34.384386653028656,-84.88246733366046,148
33.74106276784909,-84.85550873390444,176
33.41085840076708,-85.03089881955795,176
34.12154715742596,-84.92232443598942,148
34.70308140731115,-84.908160158983,148
36.59444032007575,-87.25301636018465,148
36.79516411807795,-83.75593828727675,136
36.78402715396097,-83.04339386737406,119
37.148981442031655,-88.77619705098668,163
33.64742820505465,-88.31665372123585,202
33.29089837162446,-89.42080848265736,210
33.01452852386832,-89.68136361810936,210
33.2894377567567,-89.42188345944272,210
35.174423116901814,-89.74545006113755,185
37.258282769524655,-89.83563883225912,163
37.94662260855409,-90.45509398736009,159
35.86141387148214,-90.02005493078944,172
39.31060181716818,-91.53455047940292,156
39.836515203153,-91.55137584493558,146
39.83673206042831,-91.59513984903164,146
37.951736620975936,-92.02989156679884,161
38.38510207765935,-91.4936359694865,160
38.473014459670495,-91.8828563216363,161
38.97963594190084,-91.98024818592896,161
39.54439273930999,-92.64096886713452,161
38.92442185238048,-92.57484317464731,161
39.16939580375579,-94.16432877428122,161
37.489537502295725,-93.62076149309888,168
39.33018353542515,-94.5803111390387,165
40.006192818884585,-94.3424090001761,153
39.84419916153647,-94.7946615187094,160
35.78210965294742,-78.4521551148762,159
34.878706681403195,-78.78222477129866,159
35.95038320466862,-78.75008073569565,142
36.76113075700863,-77.71121136881324,145
34.84342182716298,-79.74621874671699,173
36.52474031067116,-78.88848918454958,142
35.87131406753623,-78.93053480568476,142
35.94167988738923,-79.75489087180162,131
36.48116292674998,-79.05106158903996,142
34.997455264379475,-81.12127707481919,135
35.72367986434865,-80.60065494932982,150
35.42225421978212,-80.94526872957036,135
36.17631783736617,-81.0363712750048,117
36.87933542248808,-80.82233456594065,111
34.95433482977414,-82.91549867686913,121
36.59144125189704,-82.69624713196605,109
35.33522213959153,-86.1172805292131,148
35.22707198689349,-85.09419707348123,135
35.82826276938617,-86.59839069701937,148
36.20525065777596,-86.46482820897184,148
36.04654641006467,-86.60578712647074,148
35.94527989934444,-84.38853525222136,139
35.60032501910868,-84.78911439427351,135
35.041857049109595,-84.95924194575967,135
36.019164109643185,-84.1579834213372,117
36.12213390543042,-83.81532113198179,117
36.46072984080512,-82.80823270724444,109
36.44234006672176,-82.27955375259583,109
36.781567001315565,-83.04460024315465,119
36.06737177894041,-86.98404729777957,148
36.0238207118165,-87.98161148133438,148
36.392150780789976,-87.65747372114824,148
36.24474673171792,-88.61150246747377,167
36.2752230844263,-88.83406011000929,167
35.70298032792538,-88.79071326007134,176
35.65721478714051,-89.39418681521067,185
34.995743658209584,-90.0488569357431,185
35.38638034183999,-89.80307085113705,185
35.644713374211506,-89.9701923852534,185
34.311870117955955,-109.16096975085696,103
34.63615954456501,-110.13456359969864,129
34.57694554411344,-109.27743298085952,103
33.33889744805461,-111.03716503271596,174
35.59282967137923,-108.81747305113169,108
32.403633887297374,-108.59931880123663,154
32.54415520156178,-111.28586346471536,186
32.55621727375439,-111.29657878945784,186
33.15056591232789,-111.46865384010968,174
32.962370559264656,-111.99483561593954,222
33.70393995664984,-111.93842367598836,194
35.832630082789784,-111.44659108166228,120
36.90287774042459,-111.39462159807574,108
35.79735736606345,-115.00848259706824,176
33.816374091128374,-112.26245213188784,194
33.70732872455975,-112.32249463621118,194
34.40602278398407,-112.10840909883828,167
34.75635009743734,-112.22955330017956,167
33.345363751592714,-112.85215001117304,194
32.97577792666738,-112.69247128573664,222
33.230595645233635,-112.62047348906482,194
33.410986755728835,-112.31702197213872,194
33.38493565652942,-112.85910583063448,194
33.705142347010764,-112.32633704391152,194
32.954059019335354,-113.48877677383872,243
33.47741955925691,-113.11350485333332,194
32.74552869145405,-114.49144753720208,224
33.57963149469008,-114.81723088530067,221
32.717896179435705,-115.71579744418912,198
33.6988489164846,-115.31287449533924,221
32.80880637428294,-116.68306472924785,198
38.2113645270751,-104.57600587326183,104
38.561071179503806,-104.69006834011564,104
39.4941712270837,-104.90507140804644,97
32.302733647528136,-107.77899496214653,155
35.11403547938812,-106.7235599071536,113
31.804864402516586,-106.58745106178746,171
36.11135958444496,-106.15756004008288,89
36.394785441345455,-105.63355910209884,89
36.80176861923351,-108.4423856297111,98
35.76419222522174,-106.10879088647312,113
31.98408959154284,-106.43489534144692,171
36.797512533751465,-108.47727200602478,98
36.48223973030026,-114.8303352578474,162
40.60794838533893,-104.81337357882072,99
40.47228171321681,-107.59177172301284,74
39.49665942945448,-105.07141883260232,97
40.21651915762824,-103.67932614838575,134
39.686113902363694,-104.0208133835394,134
40.25460799289951,-103.58736256464668,134
37.91501229217728,-100.9752763325185,168
38.43852265060631,-107.952492734579,65
37.18440194478697,-108.01580663423582,81
39.046938867851765,-108.41454483002084,97
37.868259845055285,-109.31586780909682,98
39.38325460706415,-111.08570852764898,97
41.19132446043537,-103.04877113894236,137
33.73973662517635,-117.15642698989576,108
33.82879303437243,-117.78971471018733,108
35.80362387144401,-115.01301348135192,176
34.17578218801053,-118.35956447864572,152
34.281073034266704,-118.47894626660828,152
34.15083172200331,-118.1843592079502,152
34.036286827325334,-118.11160270640616,169
34.43969293451303,-118.5825688589696,152
35.03499057856058,-118.28086502292147,153
34.85758145783266,-118.43677708098916,152
36.1417977062814,-120.12474405568597,144
35.216259931704734,-120.84724887060996,3
37.2253576224436,-121.7457133485802,128
40.38322853474178,-122.38142881760234,114
39.23735587031111,-122.27630178274468,119
42.71054423080067,-111.59639534849973,89
46.51594813163201,-112.88700824462884,56
46.05109604505153,-108.85164344854242,91
47.45604293174374,-115.58945858571938,63
45.89128130156682,-106.61416365022691,115
47.57544690698798,-114.62896841853154,63
36.42722260213132,-114.90689763749457,162
36.38209383297059,-114.92176154654992,162
37.4134002418149,-113.64612923456323,129
39.45563085048802,-119.71738881622406,99
39.8240109200389,-111.90415711084644,117
40.48031055150462,-107.59371694437544,74
38.84472654540775,-111.99289398766348,106
40.7072685031356,-111.9289302944728,96
39.78880950395023,-111.89482107852348,117
40.564675715374754,-112.02722370546074,96
40.7573330885452,-112.00662112078253,96
41.09515547623697,-112.04331782287288,96
34.42335271747258,-92.14432178825562,202
34.5939427090047,-92.21669088715534,202
34.937035390610326,-92.43852762066248,183
35.11749483173282,-90.18778311054469,185
35.65268837421729,-89.96707795574947,185
33.2969488242617,-92.58941903514894,220
33.2885503874218,-92.5918435469156,220
32.70412168438795,-92.07466032605612,226
32.57693027592657,-92.68769626190722,226
33.3367137591562,-93.22458799923886,212
29.98582655438332,-90.47858366706312,207
30.782771551112493,-89.90630487673901,232
31.524619309921764,-90.64406162353076,230
30.278626877711485,-91.11257017989696,237
30.48761705604873,-90.89637578352132,237
30.256728109287824,-91.16815165314776,237
30.745225460674625,-91.33106924914138,237
30.44882574143644,-92.13664029907356,239
32.28139506037508,-90.92886862670456,222
30.4299309122718,-92.4066651179522,239
31.98017262625198,-93.18764885050432,226
30.26624466007089,-93.7385964205838,236
32.03505109604424,-93.5692392024145,226
32.404718673135754,-93.86456831195164,220
32.381564276164696,-90.21451327192284,220
32.31090680990712,-90.32916980225193,220
32.00526518304746,-91.04412403753216,230
30.6238542034934,-95.90941633863466,238
30.3037367038664,-94.2572856451348,236
36.10819119357008,-94.43424993226752,178
36.18531220265152,-94.28185722550784,173
36.25411997028405,-94.52760648267665,178
36.3581873968234,-94.35451447762064,173
35.81538936502408,-95.54940486108764,178
37.86421094310477,-99.75570974979306,179
38.93211778958924,-99.3599251304024,173
38.93379849566781,-99.362553650254,173
40.54527842195589,-99.12146309494464,143
37.29382190741478,-98.46536951372546,185
36.31091859938324,-99.36872450654262,188
37.46741080426504,-99.87683265020728,184
37.71171094767936,-97.66854094167384,174
38.727880415476406,-97.54087487794652,170
38.11347241235986,-97.79069612520848,174
38.16187964854243,-97.52997013406014,174
37.79262350460626,-97.51949903661186,174
37.33118717100557,-97.67665924921867,181
38.70538351718274,-97.0404087065107,170
39.28252110230805,-96.1170308851674,171
37.58942405882674,-97.10522579822138,181
37.791059124909125,-97.16896517079068,174
36.86746717898991,-97.67234115331732,181
38.64609900747622,-96.4629208270654,171
37.3048891027816,-97.2127809242278,181
37.084336532525946,-97.13521716364946,181
37.407245508887634,-97.20660466211436,181
36.8173260388742,-97.1256512384247,181
37.50017824238953,-96.56116769653958,183
38.84266184297176,-95.59052267660658,165
38.44283620175436,-96.06370885876106,176
37.47134405884928,-96.41908866615417,183
37.54972756090216,-96.54472377915002,183
37.30452647263149,-95.11706671747191,176
39.275418891423016,-95.67920876485258,171
39.26190988309818,-95.03232751680976,165
38.266171904220215,-95.58781536478826,175
38.97240621527144,-94.87955317775987,165
39.44982598513985,-94.9766206744208,165
38.78328025499931,-94.65343627567768,165
38.34814317728706,-94.64118666533152,175
38.93253507988559,-94.81006950725973,165
38.78779721641834,-94.98867198386934,165
38.74901754290275,-94.49490619669012,165
37.33221189091447,-94.60955559245173,176
37.85364540424599,-99.7384330503738,179
37.92631706408052,-100.97189263901926,168
36.49650745708337,-101.39170282506356,174
38.48599586093638,-100.96889260231713,168
39.30892020624341,-100.920246696529,162
40.30347783673662,-100.71019012735871,153
32.585846348202296,-93.99383830455096,220
32.74435488771362,-94.6983019662633,215
44.531227900399294,-96.1620322749457,122
44.47384975404639,-95.67381852818096,122
44.38952813716831,-96.52929121580472,122
39.7347995050438,-94.76138434857276,160
40.405966520917374,-98.35581708861125,159
41.05251444567145,-99.28124980203344,143
40.91148166823056,-98.26236296920727,143
41.0808460408766,-101.1472653332208,138
42.61940315278504,-98.31429285068926,135
44.13109856612709,-99.43596886847676,131
40.72161512051035,-97.6195767291649,148
40.56358118520163,-96.78857395053734,153
42.07796096042975,-97.35441906821316,142
42.32942382974549,-96.36538619221008,137
41.42540187374797,-97.28039147025513,148
40.83027628338268,-96.81263906178116,153
40.840132567406485,-96.54729586020488,153
40.71328265314412,-96.58293969961257,153
40.61847611614021,-95.78068779994774,153
41.5187322685435,-96.08103705552551,137
41.279365210060334,-96.07998743728122,153
41.15801065752066,-101.65647611695098,138
34.18124573176287,-102.57089407538304,162
32.73181018931375,-103.3116915449406,185
32.03636458080561,-102.25205923442267,210
47.07600523672372,-101.19931822541332,119
47.90617148347277,-97.1133207805286,104
47.22863070630423,-101.8025246009926,105
47.2823997216993,-101.3153437831279,105
45.37387713047166,-98.10215346807225,119
47.37069635393309,-101.84227841434624,105
44.473665902204814,-98.39261736672086,128
47.34192933588669,-103.15948350574544,109
46.842200016396056,-103.07014962055509,114
33.987514505518945,-95.05105850390424,197
34.01907410153633,-95.31245754684844,197
34.692655607230684,-95.9222554422727,194
34.185581137820364,-97.2413072864342,197
35.71673256920097,-95.46804536326556,183
34.683801610247926,-95.93211507918254,194
33.632494400868886,-96.3576621159104,204
34.96597273373913,-96.7319684862751,187
36.01140106531628,-95.70281006757614,183
36.05454846238322,-96.07032858144986,183
36.159851357992245,-96.22382069942492,183
36.28253585333326,-95.98100756034792,183
36.36199589947758,-96.47374044583248,183
36.44717756849179,-97.05711549507627,184
35.33157347419102,-97.32910879077475,193
35.690211025832724,-97.31584164233644,193
35.510983718500725,-97.792039906627,193
35.6363853318226,-97.64547106978874,193
36.33071721388495,-97.78974899494423,184
34.603686349441084,-98.31455642287018,203
35.30055935246349,-98.0268923509864,193
35.72791262449288,-97.79244147437878,193
35.93226058289172,-98.75388113141616,188
36.57481956403582,-97.68292601473158,184
34.08597479481973,-99.18064603885622,203
36.52551696688692,-100.9499804643986,174
36.520759501858834,-100.86521510021012,174
44.3867165317816,-96.5368494241003,122
44.580940120101175,-96.57485584906064,122
43.60024519966026,-96.6318702438489,128
44.88360935643892,-97.0411202808736,127
45.20698786579197,-97.02825059325212,127
45.28117263752271,-96.50694083343387,117
46.0078452899868,-98.57019031180452,120
32.77307044562597,-94.3920999373804,215
32.5386956164723,-94.39654212423564,215
32.257017562566254,-94.574650195374,215
32.41985714298991,-95.25357469307168,215
32.46363308890301,-94.47859563921338,215
31.36413504879441,-95.39553325664215,230
32.01771752947664,-94.62123303424674,230
35.62022695112855,-100.54135655010133,190
35.40728216464633,-100.81993060167235,177
34.373393666557625,-100.0868414529442,205
35.16384460163636,-100.94015155018567,177
35.25495881568038,-101.35964492456176,177
35.4022323048916,-101.15383710050692,177
34.059034860308884,-101.1794575503943,185
33.77829931112906,-100.87653745098612,193
34.43222756757146,-101.35958697948632,185
35.31350915962045,-102.0501860499408,161
35.414779901167435,-101.25634360011404,177
35.443028302126194,-101.37284415025862,177
35.310278665429934,-101.92290985215602,161
33.86919703889702,-101.843692087841,193
